Layer,Baseline_PPL,Ablated_PPL,PPL_Degradation
0,28.260686822000267,1738.7230613417153,1710.462374519715
1,28.260686822000267,880.5720768113157,852.3113899893154
2,28.260686822000267,23.29578906881926,-4.964897753181006
3,28.260686822000267,2957.7973855467753,2929.536698724775
4,28.260686822000267,737.3729115186092,709.1122246966089
5,28.260686822000267,12.386683053799757,-15.87400376820051
6,28.260686822000267,12.734933960257177,-15.52575286174309
7,28.260686822000267,38.06119689375991,9.800510071759646
8,28.260686822000267,99.60670695683213,71.34602013483186
9,28.260686822000267,35.48820994845255,7.227523126452283
10,28.260686822000267,20.27253256304393,-7.988154258956335
11,28.260686822000267,15.50533879400213,-12.755348027998137
12,28.260686822000267,77.36353491208733,49.102848090087065
13,28.260686822000267,36.38929144126443,8.128604619264166
14,28.260686822000267,36.560846281729766,8.3001594597295
15,28.260686822000267,9.977946250461104,-18.282740571539165
16,28.260686822000267,15.05624846718438,-13.204438354815887
17,28.260686822000267,16.75404420872935,-11.506642613270916
18,28.260686822000267,30.671707733097925,2.4110209110976584
19,28.260686822000267,24.639973832112695,-3.620712989887572
20,28.260686822000267,15.10634291253551,-13.154343909464757
21,28.260686822000267,33.2516873312573,4.991000509257034
22,28.260686822000267,27.15258882396501,-1.1080979980352552
23,28.260686822000267,10.48118345951408,-17.77950336248619
24,28.260686822000267,31.826082995762768,3.565396173762501
25,28.260686822000267,24.02088466804386,-4.239802153956408
26,28.260686822000267,29.346653588569776,1.0859667665695092
27,28.260686822000267,30.63706121873695,2.376374396736683
28,28.260686822000267,25.847366751011872,-2.4133200709883944
29,28.260686822000267,41.162220070416915,12.901533248416648
30,28.260686822000267,37.34029821835415,9.079611396353883
31,28.260686822000267,34.18225298754356,5.921566165543297
32,28.260686822000267,27.035361028268415,-1.2253257937318516
33,28.260686822000267,17.50329265524321,-10.757394166757056
