Layer,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
0,0.9999971805898246,0.006581547495479392,0.006019818892486049,0.00583194778429577,0.005732676728433672,0.007003947165019684,0.00035069340822217114,0.0003498409945927865,0.00034959476965586644,0.00034919152988248197,0.0003484302654666519,0.00034887878694904857,0.00034885387515557343,0.00033306913662762536,0.0003321721612459634,0.0003265411452471778,0.0003195302488887861,0.00035203348568080533,0.00034931029616691107,0.0003395351475105431,0.0003309406700689982,0.000384400955104946,0.00028109782190004966,2.6191575540270357e-05
1,151.9395191967545,0.9999999814438657,0.9146509669521127,0.8861058406223006,0.8710226015986217,1.064179365090693,0.05328433806115276,0.05315482237898946,0.05311741097498149,0.05305614274495217,0.052940476269518116,0.05300862460004097,0.05300483950344629,0.050606507158980754,0.050470220766512475,0.0496146444908473,0.04854940926567996,0.05348794935996781,0.05307418808798233,0.05158895251356869,0.05028310806164187,0.05840586096749742,0.04270998832372415,0.003979546614568372
2,166.1174831797157,1.0933131878751245,0.9999999830276135,0.9687912193825545,0.9523005149360899,1.1634813557079478,0.05825647059046964,0.0581148693844963,0.058073967002358465,0.05800698163722666,0.05788052195189297,0.05795502942176785,0.05795089112566672,0.055328762695898516,0.05517975898292009,0.05424434614014462,0.0530797103986689,0.05847908151279533,0.05802671084910737,0.056402883178367676,0.05497518619126999,0.06385589922988455,0.046695394354806206,0.004350890876207122
3,171.46881301646036,1.1285333186596307,1.0322141103036115,0.9999999835573007,0.9829780454499105,1.2009618928201087,0.060133151980573236,0.059986989215250815,0.059944769198546535,0.059875625958300115,0.05974509248449866,0.05982200014753184,0.05981772853983114,0.05711113052965872,0.056957326792024345,0.055991780440364666,0.0547896269742461,0.06036293411960546,0.05989599072953419,0.05821985286664718,0.05674616386631497,0.06591296132991262,0.04819964575728559,0.00449105103103609
4,174.43808744127193,1.1480757944118953,1.0500886549787412,1.017316685782933,0.9999999838371874,1.2217585926443602,0.06117445988443143,0.06102576606198383,0.060982814933810296,0.06091247436064193,0.06077968047750701,0.06085791992766171,0.0608535743498012,0.058100106987071486,0.05794363987586751,0.05696137344527617,0.05573840264521303,0.06140822109240747,0.06093319178256116,0.05922802873893617,0.05772882030459241,0.06705435647283996,0.049034304683969514,0.004568821225699413
5,142.77622850114895,0.9396911784806006,0.8594894609824535,0.8326658570839723,0.8184922701674999,0.9999999802529445,0.05007082335636427,0.049949118610102164,0.04991396344312895,0.04985639022678094,0.04974769945815274,0.04981173784436155,0.04980818102241583,0.04755448923343707,0.04742642211031124,0.046622444616632674,0.04562145245396158,0.050262155101250136,0.0498733472767537,0.048477684483613524,0.0472505939489,0.05488347334114686,0.04013420000554864,0.003739544917453736
6,2851.48553168002,18.76724037197283,17.16547487177253,16.62976161455185,16.346690836953847,19.9717103141482,0.9999999990112486,0.9975693470270466,0.9968672382023473,0.9957174025808854,0.993546661993155,0.9948256181167586,0.994754582297817,0.9497445018621421,0.9471867823277994,0.9311299764078815,0.911138450513508,1.0038212212694675,0.9960560638774114,0.968182290326156,0.9436751931536813,1.096116852248741,0.801548632029128,0.07468510927294227
7,2858.433388481164,18.81296815042671,17.207299829328054,16.670281266870404,16.386520766247163,20.02037287329325,1.0024365734623841,0.9999999990136519,0.9992961794485269,0.9981435421669638,0.9959675124081722,0.9972495848035937,0.9971783759005903,0.9520586250527739,0.9494946734443546,0.9333987439213266,0.9133585071856715,1.0062671064131388,0.9984830286369534,0.970541338561139,0.9459745280217634,1.09878762256903,0.8035016649492037,0.07486708510225691
8,2860.4466267860616,18.826218411308034,17.219419193480416,16.682022400644986,16.398062043166036,20.034473527766878,1.0031426048556842,1.0007043142903433,0.9999999990143461,0.9988465499127364,0.9966689875429415,0.9979519629215379,0.9978807038650163,0.9527291744873658,0.9501634170486581,0.9340561509165635,0.9140017995360129,1.0069758357093166,0.9991862754882332,0.9712249056532225,0.9466407923338672,1.0995615154782084,0.8040675834472327,0.0749198151340678
9,2863.7498164455837,18.847958572233185,17.23930385306128,16.701286484574297,16.416998215045616,20.05760895884648,1.0043010149614195,1.001859908704254,1.0011547800982978,0.999999999015483,0.997819922037852,0.9991043789721481,0.9990330376270159,0.9538293681172773,0.9512606477904104,0.935134781292054,0.9150572715258554,1.0081386723575365,1.0003401168996486,0.9723464578036392,0.9477339552152291,1.1008312683181753,0.8049961054837316,0.07500633111948306
